form_wave,form_language,answer_time_min,creative,answer_time_median,answer_time_90,survey_duration,survey_created,survey_start_time,surveyid,userid,form_lang,answer_time_75,version,survey_name,shortcode,survey_end_time,seed,alphabet,articles,breastfed,child_0-6,child_age,child_name,children_registered,concern_12mo,concern_3yo,concern_5yo,confidence_deal_emotions,confidence_respond_misbehave,consent,control_bebbo_knowledge,control_bebbo_usage,count_to_ten,cry_separated,decrease_stress,default_tys,download_confirm_control,download_confirm_treatment,education,express_feelings,followup_permission,games,healthy_food_groups,hello_again,how_long_use,how_often_use,improve_family,intro_1,intro_1b_control,intro_1b_treatment,intro_3,joke_with_child,know_cog_dev,know_lang_dev,know_name_age,know_phys_dev,know_social_emotional_dev,know_when_vaccine,know_which_vaccine,language,laugh_together,location,lose_patience_punish,make_fun_of,meaning_of_no,movement,multiplication,name_colors,number_children,other_features,parent_age,parent_gender,parenting_stress_1,parenting_stress_2,past_24h_draw,past_24h_outside,past_24h_play,past_24h_read,past_24h_sing,past_24h_stories,payment_processing,personal_needs,physical_punishment,play_on_floor,relationship_to_child,say_name_age,scribble,simple_songs,sit_support,smile_around_child,snap_at_child,sort_pair,tell_story,thankyou_1,thankyou_early,thankyou_optout,thankyou_you_qualify,threaten,track_checkups,track_dev,track_growth,track_vax,using_bebbo
0,bulgarian,7.976,Ad2_Bebbo_Recruitment,17.795,36.5296,181.028,2023-05-25 17:11:17.651+00:00,2023-06-20 08:00:09.257000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6745548858828544,,27.143,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-20 08:03:10.285000+00:00,1505713529,,,,No,,,,,,,,,Yes,,,,,,,,,Secondary,,,,,,,,,OK,,OK,OK,,,,,,,,,,,Smaller cities,,,,,,,1,,31,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,24.09,Ad2_Bebbo_Recruitment,20194.0255,36329.973900000005,40388.051,2023-04-10 16:21:41.757+00:00,2023-05-06 17:53:08.738000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6745625712131483,,30278.99325,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-07 05:06:16.789000+00:00,1980247750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,6.311,Ad2_Bebbo_Recruitment,14.934,10524.048600000007,52602.492,2023-05-25 17:11:17.651+00:00,2023-07-03 02:58:36.813000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6746492055395708,,34.307,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-07-03 17:35:19.305000+00:00,3403967263,,,,No,,,,,,,,,Yes,,,,,,,,,Secondary,,,,,,,,,OK,,OK,OK,,,,,,,,,,,Capital,,,,,,,1,,16,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,,Ad2_Bebbo_Recruitment,,,0.0,2023-05-25 17:11:17.651+00:00,2023-07-03 06:46:50.707000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6746884415344538,,,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-07-03 06:46:50.707000+00:00,444401833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,7.08,Ad2_Bebbo_Recruitment,10.2475,22.99799999999999,2466679.869,2023-05-25 17:11:17.651+00:00,2023-07-05 16:40:46.868000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6748782275154600,,13.93425,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-08-03 05:52:06.737000+00:00,2387483524,True,,,"Yes, 1",2 to 4 years,Стефан,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Not confident,Confident,Yes,,,True,,No,,Yes,,Secondary,,OK,,,,,,Yes,OK,OK,,OK,Disagree,True,True,True,True,True,,,Bulgarian,Strongly disagree,Smaller cities,Disagree,Strongly agree,,,Wrong,True,2,,31,Woman,Most of the times,Rarely,Yes,Yes,Yes,Yes,Yes,No,,Almost never,Do not agree,Strongly disagree,Mother,,,True,,Strongly disagree,Strongly disagree,,True,,,,OK,Agree,,,,,
0,bulgarian,22.424,Ad2_Bebbo_Recruitment,27.493,29.445800000000002,79.851,2023-03-27 00:48:40.598+00:00,2023-04-09 11:39:10.536000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,6749171638432167,,28.7135,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-09 11:40:30.387000+00:00,2866188805,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,OK,,OK,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,5.907,Ad2_Bebbo_Recruitment,10.8895,22.97270000000001,255174.915,2023-05-25 17:11:17.651+00:00,2023-06-19 19:18:25.246000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6749525138404972,,14.229,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-22 18:11:20.161000+00:00,4247484663,,,No,"Yes, 1",12 to 24 months,Иванита,,If the 12-months-old cannot sit up on her own,If the 3-year-old child does not play side by side with other children,,Confident,Very confident,Yes,,,,True,No,,,Yes,Secondary,True,,,Five,,,,Yes,OK,,OK,OK,Strongly disagree,True,Not sure,,True,True,True,True,Bulgarian,Disagree,Large regional centers,Strongly agree,Strongly agree,True,True,,,1,,24,Woman,Rarely,Most of the times,Yes,Yes,Yes,No,Yes,Yes,,Rarely,Do not agree,Strongly disagree,Mother,Wrong,Wrong,,Wrong,Strongly disagree,Strongly disagree,True,,,,,,Strongly agree,,,,,
0,bulgarian,24090.422,Ad1_Bebbo_Recruitment,24090.422,24090.422,24090.422,2023-04-10 16:21:41.757+00:00,2023-04-21 11:37:20.289000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6749623005050975,,24090.422,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-21 18:18:50.711000+00:00,4102913176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,22.638,Ad2_Bebbo_Recruitment,22.638,22.638,22.638,2023-05-25 17:11:17.651+00:00,2023-08-18 06:09:10.746000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6749661121763213,,22.638,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-08-18 06:09:33.384000+00:00,1401815336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,10.473,Ad2_Bebbo_Recruitment,30.893,39.5282,143.045,2023-05-25 17:11:17.651+00:00,2023-07-26 16:21:15.506000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6750025938342332,,37.115,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-07-26 16:23:38.551000+00:00,1450311134,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,OK,OK,,OK,,,,,,,,,,,,,,,,,,Нито 1,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,5.661,Ad2_Bebbo_Recruitment,5.661,5.661,5.661,2023-04-10 16:21:41.757+00:00,2023-05-05 16:54:19.783000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6750497681631163,,5.661,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-05 16:54:25.444000+00:00,816511823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bulgarian,6.034,Ad1_Bebbo_Recruitment,8.668,19.9889,555.407,2023-06-01 17:32:31.013+00:00,2023-07-28 05:15:32.241000+00:00,bc07a546-b568-4323-9108-e47be46fba2c,6751125008254791,,11.94925,13,UNICEF Bebbo Bulgaria v2,bebbobgendeng,2023-07-28 05:24:47.648000+00:00,1375311562,True,Yes,,,4 to 6 years,Красимир,2,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child shows signs of taking responsibility,Confident,Confident,,,,Wrong,,No,,,,,,OK,Yes,,,6+ weeks,Once a week,Yes,,,,,Strongly disagree,True,True,True,True,True,,,,Strongly disagree,,Strongly agree,Strongly agree,,,Wrong,True,,За съня на детето,,,Rarely,Most of the times,Yes,Yes,Yes,Yes,No,Yes,,Rarely,Do not agree at all,Strongly disagree,Mother,,,True,,Strongly disagree,Disagree,,True,,,,OK,Agree,Yes,Yes,Yes,Yes,Yes
0,bulgarian,6.284,Ad1_Bebbo_Recruitment,9.0845,18.498899999999995,2668973.54,2023-05-25 17:11:17.651+00:00,2023-06-26 15:38:27.325000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6751125008254791,,13.29,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-07-27 13:01:20.865000+00:00,1375311562,Wrong,,,"Yes, more than 1",4 to 6 years,Красимир,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child shows signs of taking responsibility,Confident,Not confident,Yes,,,Wrong,,No,,Yes,,University,,OK,,,Start,,,Yes,OK,OK,,OK,Strongly disagree,True,True,True,True,True,,,Bulgarian,Strongly disagree,Large regional centers,Strongly agree,Strongly agree,,,Wrong,True,2,,34,Woman,Rarely,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Rarely,Do not agree at all,Disagree,Mother,,,True,,Strongly disagree,Disagree,,True,,,,OK,Disagree,,,,,
0,bulgarian,6.872,Ad1_Bebbo_Recruitment,18.841,32.570800000000006,254.317,2023-05-25 17:11:17.651+00:00,2023-06-22 10:13:15.699000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6751138638230718,,24.389,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-22 10:17:30.016000+00:00,2734258076,,,,"Yes, 1",4 to 6 years,К,,,,,,,Yes,,,,,,,,,University,,,,,,,,,OK,OK,,OK,,,,,,,,,Bulgarian,,Village,,,,,,,1,,35,Woman,,,,,,,,,,,,,Mother,,,,,,,,,,,,,,,,,,
0,bulgarian,19.247,Ad2_Bebbo_Recruitment,19.247,19.247,19.247,2023-05-25 17:11:17.651+00:00,2023-07-29 10:29:00.764000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6752372958128842,,19.247,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-07-29 10:29:20.011000+00:00,4242397506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,5.921,Ad2_Bebbo_Recruitment,9.8715,19.677599999999998,95.414,2023-04-10 16:21:41.757+00:00,2023-05-05 19:47:13.657000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6752860438080516,,17.5605,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-05 19:48:49.071000+00:00,2961842470,,,,,,,,,,,,,Yes,,,,,,,,,University,,,,,,,,,OK,OK,,OK,,,,,,,,,,,Large regional centers,,,,,,,0,,21,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,5.805,Ad2_Bebbo_Recruitment,9.037,30.37240000000001,35942.982,2023-05-25 17:11:17.651+00:00,2023-07-22 07:32:14.348000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6752911714730535,,12.722,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-07-22 17:31:17.330000+00:00,270303357,,,,"Yes, more than 1",0 to 6 months,Иванина,,If the 12-months-old cannot sit up on her own,If the 3-year-old child does not play side by side with other children,,Very confident,Very confident,Yes,,,,True,,,,,Secondary,Wrong,,,,,,,,OK,,OK,OK,,True,True,,True,True,Not sure,Not sure,Bulgarian,,Capital,,,Wrong,True,,,2,,20,Woman,Rarely,Almost always,,,,,,,,Most of the times,Do not agree,,Other,,Wrong,,Wrong,,,,,,,,,,,,,,
0,bulgarian,,Ad2_Bebbo_Recruitment,,,0.0,2023-03-27 00:48:40.598+00:00,2023-04-07 09:40:21.368000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,6753557068007471,,,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-07 09:40:21.368000+00:00,3709289647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,7.687,Ad1_Bebbo_Recruitment,11.407,25.0816,137.745,2023-05-25 17:11:17.651+00:00,2023-06-12 16:03:10.167000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6753664774652956,,22.935,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-12 16:05:27.912000+00:00,1617536885,,,,No,,,,,,,,,Yes,,,,,,,,,Basic,,,,,,,,,OK,,OK,OK,,,,,,,,,,,Large regional centers,,,,,,,2,,39,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,5.947,Ad2_Bebbo_Recruitment,13.1155,24.782099999999996,150.458,2023-05-25 17:11:17.651+00:00,2023-06-21 08:10:32.525000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6754457161245280,,19.5035,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-21 08:13:02.983000+00:00,287002954,,,,"Yes, 1",,,,,,,,,Yes,,,,,,,,,Secondary,,,,,,,,,OK,OK,,OK,,,,,,,,,Bulgarian,,Village,,,,,,,3,,20,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,891.092,Ad1_Bebbo_Recruitment,891.092,891.092,891.092,2023-03-27 00:48:40.598+00:00,2023-04-07 15:48:57.056000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,6754626377898940,,891.092,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-07 16:03:48.148000+00:00,502864768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bulgarian,8.289,Ad2_Bebbo_Recruitment,15.154,29.939,3699.202,2023-07-01 19:14:13.375+00:00,2023-07-02 19:59:38.343000+00:00,1dab5bcf-6de6-4b58-8ab0-e8704c02ae5d,6754727714537915,,24.552,2,UNICEF Bebbo Bulgaria v2,bebbobgfueng,2023-07-02 21:01:17.545000+00:00,3362385929,Wrong,,,,2 to 4 years,Деян,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Confident,Very confident,,Yes,Yes,True,,No,,,,,,,,,Start,,,Yes,,,,,Strongly disagree,True,True,True,True,True,,,,Strongly disagree,,Strongly agree,Agree,,,Wrong,True,,,,,Most of the times,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Rarely,Do not agree at all,Strongly disagree,Mother,,,True,,Strongly disagree,Disagree,,True,,,,OK,Agree,,,,,
0,bulgarian,7.982,Ad2_Bebbo_Recruitment,18.447,51.62389999999999,2467966.612,2023-04-10 16:21:41.757+00:00,2023-05-05 07:07:37.704000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6754727714537915,,28.778750000000002,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-02 20:40:24.316000+00:00,3362385929,Wrong,,,"Yes, more than 1",2 to 4 years,Деян,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Confident,Very confident,Yes,,,True,,No,,,Yes,University,,OK,,,Start,,,Yes,OK,,OK,OK,Strongly disagree,True,True,True,True,Not sure,,,Bulgarian,Strongly disagree,Large regional centers,Agree,Agree,,,Wrong,True,2,,33,Woman,Most of the times,Most of the times,No,Yes,Yes,No,No,Yes,,Rarely,Do not agree at all,Disagree,Mother,,,True,,Disagree,Disagree,,True,,,,OK,Disagree,,,,,
1,bulgarian,8.133,Ad2_Bebbo_Recruitment,15.699000000000002,27.806600000000003,5157.018,2023-06-01 17:32:31.013+00:00,2023-06-02 20:41:29.220000+00:00,bc07a546-b568-4323-9108-e47be46fba2c,6754727714537915,,18.384,13,UNICEF Bebbo Bulgaria v2,bebbobgendeng,2023-06-02 22:07:26.238000+00:00,3362385929,,,No,,0 to 6 months,Даника,,If the 12-months-old cannot sit up on her own,If the 3-year-old child does not play side by side with other children,,Confident,Confident,,,,,True,No,,,,,True,OK,,Five,,,,Yes,,,,,Strongly disagree,True,True,,True,True,True,Not sure,,Strongly disagree,,Strongly agree,Agree,Wrong,True,,,,,,,Most of the times,Most of the times,No,Yes,Yes,No,Yes,Yes,,Rarely,Do not agree at all,Strongly disagree,Mother,True,True,,Wrong,Disagree,Disagree,True,,,,,OK,Disagree,,,,,
0,bulgarian,,Ad2_Bebbo_Recruitment,,,0.0,2023-03-27 00:48:40.598+00:00,2023-04-07 11:15:35.520000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,6754799187879852,,,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-07 11:15:35.520000+00:00,739599931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,6.739,Ad2_Bebbo_Recruitment,8.541,14.5562,80.861,2023-05-25 17:11:17.651+00:00,2023-06-26 08:45:30.248000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6754935031223544,,12.82625,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-26 08:46:51.109000+00:00,2217768490,,,,,,,,,,,,,Yes,,,,,,,,,Secondary,,,,,,,,,OK,OK,,OK,,,,,,,,,,,Large regional centers,,,,,,,0,,27,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,7.603,Ad1_Bebbo_Recruitment,14.739,39.9992,170.847,2023-04-10 16:21:41.757+00:00,2023-05-18 04:55:51.505000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6755619181118147,,17.362,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-18 04:58:42.352000+00:00,3900434678,,,,No,,,,,,,,,Yes,,,,,,,,,Secondary,,,,,,,,,OK,OK,,OK,,,,,,,,,,,Village,,,,,,,2,,37,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,7.719,Ad1_Bebbo_Recruitment,9.601,16.7332,104.711,2023-05-25 17:11:17.651+00:00,2023-07-07 22:43:23.726000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6756669904385320,,12.763,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-07-07 22:45:08.437000+00:00,3184225938,,,,No,,,,,,,,,Yes,,,,,,,,,University,,,,,,,,,OK,OK,,OK,,,,,,,,,,,Capital,,,,,,,1,,34,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,6.904,Ad2_Bebbo_Recruitment,10.605,13.5658,21.21,2023-05-25 17:11:17.651+00:00,2023-07-22 23:39:39.046000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6757927187592160,,12.455499999999999,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-07-22 23:40:00.256000+00:00,1061790987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,OK,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,6.92,Ad2_Bebbo_Recruitment,19.422,64.82440000000001,29348.35,2023-05-25 17:11:17.651+00:00,2023-06-29 04:17:37.206000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6758751720804314,,35.3815,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-29 12:26:45.556000+00:00,1119518653,True,,,"Yes, 1",2 to 4 years,Виктория,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Not confident,Confident,Yes,,,Wrong,,,,,,University,,,,,,,,,OK,,OK,OK,,True,Not sure,True,True,True,,,Bulgarian,,Large regional centers,,,,,,True,1,,29,Woman,Most of the times,Most of the times,,,,,,,,Almost never,Agree,,Mother,,,Wrong,,,,,True,,,,,,,,,,
0,bulgarian,6.564,Ad2_Bebbo_Recruitment,13.155,33.36020000000001,900.122,2023-05-25 17:11:17.651+00:00,2023-06-29 13:30:43.936000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6758960507461765,,20.836,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-29 13:45:44.058000+00:00,711843420,True,,,"Yes, 1",2 to 4 years,Александър,,,If the 3-year-old child cannot recognize 10 letters of the alphabet,If the 5-year-old child shows signs of taking responsibility,Not confident,Not confident at all,Yes,,,True,,No,,Yes,,Secondary,,,,,,,,No,OK,OK,,OK,Disagree,Not sure,True,True,False,Not sure,,,Bulgarian,Strongly disagree,Large regional centers,Agree,Agree,,,True,True,1,,29,Woman,Most of the times,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Rarely,Do not agree,Disagree,Mother,,,True,,Disagree,Disagree,,True,,,,,Agree,,,,,
0,bulgarian,5.071,Ad2_Bebbo_Recruitment,8.95,21.4645,25561.639,2023-04-10 16:21:41.757+00:00,2023-04-20 09:58:55.972000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6759208470775005,,12.80025,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-20 17:04:57.611000+00:00,1795714015,,,,"Yes, 1",12 to 24 months,Елена,,If the 12-months-old show signs of being upset when separated from parents,,,Confident,Confident,Yes,,,,,,,,,Secondary,,,,,,,,,OK,,OK,OK,,False,False,,False,True,True,Not sure,Bulgarian,,Large regional centers,,,,,,,1,,28,Woman,Most of the times,Most of the times,,,,,,,,Almost never,Do not agree at all,,Other,,,,,,,,,,,,,,,,,,
0,bulgarian,,Ad3_Bebbo_Recruitment,,,0.0,2023-03-27 00:48:40.598+00:00,2023-04-01 11:45:00.302000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,6759877794027829,,,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-01 11:45:00.302000+00:00,1590009225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,32.027,Ad2_Bebbo_Recruitment,32.027,32.027,32.027,2023-05-25 17:11:17.651+00:00,2023-07-19 20:56:42.456000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6762436720468088,,32.027,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-07-19 20:57:14.483000+00:00,3861159787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,5.609,Ad2_Bebbo_Recruitment,10.58,31.679499999999983,192.567,2023-04-10 16:21:41.757+00:00,2023-05-02 11:14:22.350000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6762685437079483,,21.68675,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-02 11:17:34.917000+00:00,341342644,,,,No,,,,,,,,,Yes,,,,,,,,,Basic,,,,,,,,,OK,OK,,OK,,,,,,,,,,,Village,,,,,,,2,,15,Man,,,,,,,,,,,,,,,,,,,,,,,Ама аз не съм родител. Просто съм дете. Благодаря ви!,,,,,,,,
0,bulgarian,,Ad2_Bebbo_Recruitment,,,0.0,2023-05-25 17:11:17.651+00:00,2023-07-27 10:15:31.418000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6763967033627201,,,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-07-27 10:15:31.418000+00:00,2889749658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7.668,Ad2_Bebbo_Recruitment,10.769,18.042,88.254,2023-05-05 17:51:30.601+00:00,2023-05-18 09:35:57.105000+00:00,bbc79f12-bf6c-4348-844d-f56fc5797851,6764614840234597,,13.501,6,UNICEF Bebbo Bulgaria v2,bebbobgendeng,2023-05-18 09:37:25.359000+00:00,3972419525,,,,,0 to 6 months,Ванеса,1,,,,,,,,,,,,,,,,,,,,,1-2 weeks,2-3 times a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mother,,,,,,,,,,,,,,,,,,Yes
0,bulgarian,6.253,Ad2_Bebbo_Recruitment,9.904,17.4778,2420304.38,2023-04-10 16:21:41.757+00:00,2023-04-20 09:17:14.341000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6764614840234597,,13.929,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-18 09:35:38.721000+00:00,3972419525,,,Yes,"Yes, 1",0 to 6 months,Ванеса,,If the 12-months-old cannot sit up on her own,If the 3-year-old child does not play side by side with other children,,Not confident,Confident,Yes,,,,True,No,,,Yes,University,True,OK,,Not applicable (child is less than 6 months old),Start,,,Yes,OK,,OK,OK,Agree,True,True,,True,True,True,True,Bulgarian,Strongly disagree,Smaller cities,Agree,Strongly agree,Wrong,True,,,1,,23,Woman,Rarely,Almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Rarely,Do not agree,Strongly disagree,Mother,True,True,,Wrong,Strongly disagree,Agree,True,,,,,OK,Strongly agree,,,,,
0,bulgarian,8.121,Ad2_Bebbo_Recruitment,11.048,24.7831,115.927,2023-03-27 00:48:40.598+00:00,2023-04-10 00:20:57.371000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,6765299606819146,,18.073,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-10 00:22:53.298000+00:00,606411651,,,,,,,,,,,,,Yes,,,,,,,,,Secondary,,,,,,,,,OK,,OK,OK,,,,,,,,,,,Capital,,,,,,,0,,45,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,6.791,Ad3_Bebbo_Recruitment,16.205,29.632000000000012,586.226,2023-03-27 00:48:40.598+00:00,2023-04-01 20:52:04.461000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,6766177710064389,,19.81975,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-01 21:01:50.687000+00:00,597247556,Wrong,,,"Yes, 1",4 to 6 years,Илияна,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child sometimes makes up his/her own rules for games,Confident,Very confident,Yes,,,True,,No,,,,Secondary,,,,,,,,,OK,OK,,OK,,True,False,True,True,True,,,Bulgarian,,Village,,,,,Wrong,True,1,,24,Woman,Almost never,,,,,,,,,Rarely,Do not agree at all,,Mother,,,True,,,,,True,,,,,,,,,,
